date,total_value,pnl_pct,cash,num_positions,holdings
2026-04-11,4999.93,-0.0,1860.0,7.0,"XLE,MTUM,XLI,IWM,TSLA,INTC,QCOM"
2026-04-17T10:29:27.688617+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T10:30:07.380461+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T10:30:15.236060+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T13:34:13.627815+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T13:34:13.630745+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T13:35:05.774529+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T13:35:05.812212+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T13:35:10.772551+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T13:35:10.812017+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T13:37:38.690674+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T13:37:38.729923+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T13:38:42.993020+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T13:38:43.031888+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T13:40:21.948283+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T13:40:21.986402+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T13:41:47.023323+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T13:41:47.062092+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T13:44:09.466933+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T13:44:09.506517+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T13:44:34.664629+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T13:44:34.702950+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T13:45:43.803928+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T13:45:43.843736+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:25:09.354228+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:25:09.395736+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:26:20.054889+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:26:20.093102+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:27:50.044624+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:27:50.082416+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:27:52.093994+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:28:03.840434+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:28:03.879637+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:28:05.888836+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:28:09.311526+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:28:09.348968+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:28:11.360460+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:38:12.354761+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:41:02.892507+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:41:02.933085+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:41:04.943209+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:48:20.113753+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:48:20.152903+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:48:22.162845+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:49:56.418615+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:49:56.521363+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:49:56.591607+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:49:56.628814+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:50:27.533315+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:50:27.572042+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:50:29.583281+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:50:29.652354+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:50:29.691627+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:50:29.727676+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:50:29.763827+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:50:33.264232+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:50:33.303529+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:50:35.313879+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:50:35.378489+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:50:35.416893+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:50:35.453161+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:50:35.489052+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:51:58.912241+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:51:58.951263+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:52:00.960868+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:52:01.028051+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:52:01.066708+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:52:01.102700+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:52:01.138585+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:52:26.341547+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:52:26.379404+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:52:28.389876+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:52:28.453547+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:52:28.492055+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:52:28.528306+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:52:28.564584+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:57:23.851877+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:57:23.890611+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:57:25.900589+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T14:57:25.963536+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:57:26.002844+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:57:26.041421+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:57:26.079384+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T14:57:56.768092+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:00:31.958405+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T15:00:31.997982+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:00:34.006410+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T15:00:34.062717+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:00:34.101321+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:00:34.138442+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:00:34.174446+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:10:56.988120+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:11:07.287148+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T15:11:07.326632+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:11:09.335473+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T15:11:09.396583+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:11:09.436004+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:11:09.474771+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:11:09.511596+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:11:09.548272+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:11:13.257475+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T15:11:13.295589+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:11:15.307493+00:00,EQUITY,100000.0,50000.0,,
2026-04-17T15:11:15.371059+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:11:15.409903+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:11:15.446312+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:11:15.482482+00:00,EQUITY,100000.0,100000.0,,
2026-04-17T15:11:15.519132+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T04:05:10.739614+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T04:05:39.452344+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T04:05:48.640492+00:00,EQUITY,100000.0,50000.0,,
2026-04-19T04:05:48.678755+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T04:05:50.688666+00:00,EQUITY,100000.0,50000.0,,
2026-04-19T04:05:50.754041+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T04:05:50.793146+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T04:05:50.829162+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T04:05:50.864759+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T04:05:50.900733+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T06:39:13.069340+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T06:39:13.402326+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T06:39:13.598703+00:00,EQUITY,100000.0,50000.0,,
2026-04-19T06:39:13.640621+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T06:39:15.651345+00:00,EQUITY,100000.0,50000.0,,
2026-04-19T06:39:15.724470+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T06:39:15.764781+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T06:39:15.802853+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T06:39:15.840175+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T06:39:15.877793+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T06:56:40.569194+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T06:56:40.882840+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T06:56:41.077938+00:00,EQUITY,100000.0,50000.0,,
2026-04-19T06:56:41.117232+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T06:56:43.127757+00:00,EQUITY,100000.0,50000.0,,
2026-04-19T06:56:43.188891+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T06:56:43.227971+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T06:56:43.266562+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T06:56:43.303657+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T06:56:43.340974+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T07:03:17.168703+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T07:03:17.479786+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T07:03:19.709132+00:00,EQUITY,100000.0,50000.0,,
2026-04-19T07:03:19.748222+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T07:03:21.757667+00:00,EQUITY,100000.0,50000.0,,
2026-04-19T07:03:21.819065+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T07:03:21.858370+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T07:03:21.895902+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T07:03:21.932715+00:00,EQUITY,100000.0,100000.0,,
2026-04-19T07:03:21.970103+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T12:30:03.737554+00:00,EQUITY,100000.0,100000.0,,
2026-04-20,100000.0,0.0,100000.0,0.0,
2026-04-20T13:35:03.257255+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T13:35:03.292014+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T13:47:28.641681+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T13:48:12.760446+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T13:48:13.108562+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T13:48:15.364142+00:00,EQUITY,100000.0,50000.0,,
2026-04-20T13:48:15.402504+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T13:48:17.412098+00:00,EQUITY,100000.0,50000.0,,
2026-04-20T13:48:17.475754+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T13:48:17.514975+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T13:48:17.552520+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T13:48:17.589384+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T13:48:17.626419+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T13:48:26.803516+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T13:54:56.087088+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T13:56:59.743848+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T13:57:16.210477+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T13:57:57.646855+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T13:58:10.485814+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:11:01.313355+00:00,EQUITY,100000.0,50000.0,,
2026-04-20T14:11:36.686865+00:00,EQUITY,100000.0,50000.0,,
2026-04-20T14:11:43.209601+00:00,EQUITY,100000.0,50000.0,,
2026-04-20T14:11:43.249452+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:11:45.258680+00:00,EQUITY,100000.0,50000.0,,
2026-04-20T14:11:45.319488+00:00,EQUITY,100000.0,50000.0,,
2026-04-20T14:11:45.360154+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:11:45.398507+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:11:45.437826+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:11:45.477738+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:11:45.516323+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:13:54.322632+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:13:54.667588+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:13:56.948560+00:00,EQUITY,100000.0,50000.0,,
2026-04-20T14:13:56.991840+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:13:58.999160+00:00,EQUITY,100000.0,50000.0,,
2026-04-20T14:13:59.069399+00:00,EQUITY,100000.0,50000.0,,
2026-04-20T14:13:59.108491+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:13:59.145818+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:13:59.184379+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:13:59.222219+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:13:59.261496+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:17:23.626809+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:17:23.969699+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:17:26.255682+00:00,EQUITY,100000.0,50000.0,,
2026-04-20T14:17:26.299049+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:17:28.307498+00:00,EQUITY,100000.0,50000.0,,
2026-04-20T14:17:28.369713+00:00,EQUITY,100000.0,50000.0,,
2026-04-20T14:17:28.411515+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:17:28.450146+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:17:28.488521+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:17:28.525429+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:17:28.562822+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:21:21.843200+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:21:22.176049+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:21:24.471955+00:00,EQUITY,100000.0,50000.0,,
2026-04-20T14:21:24.510395+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:21:26.523417+00:00,EQUITY,100000.0,50000.0,,
2026-04-20T14:21:26.599954+00:00,EQUITY,100000.0,50000.0,,
2026-04-20T14:21:26.638303+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:21:26.675287+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:21:26.713001+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:21:26.749818+00:00,EQUITY,100000.0,100000.0,,
2026-04-20T14:21:26.787756+00:00,EQUITY,100000.0,100000.0,,
2026-04-21T12:30:02.658739+00:00,EQUITY,100900.68,-32870.0,,
2026-04-21,-32870.0,-132.87,-32870.0,0.0,
2026-04-21T13:31:06.509587+00:00,EQUITY,100416.57,-32870.0,,
2026-04-21T13:31:07.287711+00:00,EQUITY,100449.18,-32870.0,,
2026-04-21T13:35:09.953833+00:00,EQUITY,100609.52,-32870.0,,
2026-04-21T15:10:30.758737+00:00,EQUITY,100271.84,-32870.0,,
2026-04-21T15:34:58.927603+00:00,EQUITY,100179.26,-32870.0,,
2026-04-21T15:41:47.945554+00:00,EQUITY,100029.73,-32870.0,,
2026-04-21T15:42:53.325518+00:00,EQUITY,100093.58,-32870.0,,
2026-04-21T15:44:55.469455+00:00,EQUITY,100159.9,-32870.0,,
2026-04-21T16:30:01.810635+00:00,EQUITY,100117.08,-32870.0,,
2026-04-21T16:30:14.311524+00:00,EQUITY,100133.58,-32870.0,,
2026-04-21T16:37:31.558542+00:00,EQUITY,100149.37,-32870.0,,
2026-04-21T16:37:34.291383+00:00,EQUITY,100149.16,-32870.0,,
2026-04-21T21:00:01.519170+00:00,EQUITY,100059.59,-32870.0,,
2026-04-21T21:00:04.577070+00:00,EQUITY,100066.45,-32870.0,,
2026-04-22T12:10:01.767668+00:00,EQUITY,101225.24,-32870.0,,
2026-04-22T12:10:08.135971+00:00,EQUITY,101223.72,-32870.0,,
2026-04-22T12:30:03.644531+00:00,EQUITY,101226.73,-32870.0,,
2026-04-22,-32870.0,-132.87,-32870.0,0.0,
2026-04-22T13:31:06.421672+00:00,EQUITY,101246.14,-32870.0,,
2026-04-22T13:31:07.267515+00:00,EQUITY,101274.17,-32870.0,,
2026-04-22T13:35:02.894794+00:00,EQUITY,101104.64,-32870.0,,
2026-04-22T16:30:01.533248+00:00,EQUITY,101349.13,-32870.0,,
2026-04-22T16:30:04.250809+00:00,EQUITY,101334.72,-32870.0,,
2026-04-22T21:00:01.850337+00:00,EQUITY,102535.15,-32870.0,,
2026-04-22T21:00:04.273462+00:00,EQUITY,102533.6,-32870.0,,
2026-04-23T10:43:19.667384+00:00,EQUITY,101449.54,-32870.0,,
2026-04-23T12:10:01.855711+00:00,EQUITY,101910.77,-32870.0,,
2026-04-23T12:10:07.878260+00:00,EQUITY,101896.28,-32870.0,,
2026-04-23T12:30:03.760290+00:00,EQUITY,101741.35,-32870.0,,
2026-04-23,-32870.0,-132.87,-32870.0,0.0,
2026-04-23T13:31:06.664998+00:00,EQUITY,101617.23,-32870.0,,
2026-04-23T13:31:07.427057+00:00,EQUITY,101619.82,-32870.0,,
2026-04-23T13:35:02.561108+00:00,EQUITY,101761.19,-32870.0,,
2026-04-23T16:30:08.344159+00:00,EQUITY,102575.34,-32870.0,,
2026-04-23T16:30:10.943193+00:00,EQUITY,102575.83,-32870.0,,
2026-04-23T21:00:01.575753+00:00,EQUITY,101943.96,-32870.0,,
2026-04-23T21:00:04.407795+00:00,EQUITY,101948.84,-32870.0,,
2026-04-24T12:30:03.108631+00:00,EQUITY,104369.3,-32870.0,,
2026-04-24,-32870.0,-132.87,-32870.0,0.0,
2026-04-24T13:31:04.318751+00:00,EQUITY,104060.86,-32870.0,,
2026-04-24T13:31:05.089297+00:00,EQUITY,104057.71,-32870.0,,
2026-04-24T13:35:03.736750+00:00,EQUITY,104133.23,-32870.0,,
2026-04-26T16:30:01.648649+00:00,EQUITY,104779.34,-32870.0,,
2026-04-26T16:30:10.669762+00:00,EQUITY,104779.34,-32870.0,,
2026-04-26T21:00:01.476004+00:00,EQUITY,104779.34,-32870.0,,
2026-04-26T21:00:04.237012+00:00,EQUITY,104779.34,-32870.0,,
2026-04-27T12:10:01.696074+00:00,EQUITY,104927.28,-32870.0,,
2026-04-27T12:10:08.191164+00:00,EQUITY,104925.78,-32870.0,,
2026-04-27T12:30:03.379749+00:00,EQUITY,104879.85,-32870.0,,
2026-04-27,-32870.0,-132.87,-32870.0,0.0,
2026-04-27T13:31:02.144394+00:00,EQUITY,104391.56,-32870.0,,
2026-04-27T13:31:02.850416+00:00,EQUITY,104379.95,-32870.0,,
2026-04-27T13:35:03.037690+00:00,EQUITY,104567.76,-32870.0,,
2026-04-27T13:35:03.037707+00:00,EQUITY,104569.13,-32870.0,,
2026-04-27T16:30:01.640776+00:00,EQUITY,103770.19,-35245.0,,
2026-04-27T16:30:04.067864+00:00,EQUITY,103772.64,-35245.0,,
2026-04-27T21:00:01.788344+00:00,EQUITY,104452.88,-39995.0,,
2026-04-27T21:00:04.477770+00:00,EQUITY,104452.88,-39995.0,,
2026-04-28T12:10:01.736204+00:00,EQUITY,101438.97,-39995.0,,
2026-04-28T12:10:08.152431+00:00,EQUITY,101431.45,-39995.0,,
2026-04-28T12:30:02.796466+00:00,EQUITY,101361.19,-39995.0,,
2026-04-28,-39995.0,-140.0,-39995.0,0.0,
2026-04-28T13:31:04.139890+00:00,EQUITY,101146.33,-39995.0,,
2026-04-28T13:31:04.982377+00:00,EQUITY,101079.52,-39995.0,,
2026-04-28T13:35:03.080557+00:00,EQUITY,101989.15,-39995.0,,
2026-04-28T16:30:01.749595+00:00,EQUITY,100940.45,-39995.0,,
2026-04-28T16:30:04.397976+00:00,EQUITY,100948.34,-39995.0,,
2026-04-29T21:00:01.546732+00:00,EQUITY,102104.78,-39995.0,,
2026-04-29T21:00:04.441755+00:00,EQUITY,102109.54,-39995.0,,
2026-04-30T12:10:01.723301+00:00,EQUITY,103881.09,-39995.0,,
2026-04-30T12:10:08.463368+00:00,EQUITY,103880.52,-39995.0,,
2026-04-30T12:30:03.293241+00:00,EQUITY,104144.92,-39995.0,,
2026-04-30,-39995.0,-140.0,-39995.0,0.0,
2026-04-30T13:31:06.096222+00:00,EQUITY,103754.86,-39995.0,,
2026-04-30T13:31:06.802099+00:00,EQUITY,103737.08,-39995.0,,
2026-04-30T13:35:03.565628+00:00,EQUITY,103219.14,-39995.0,,
2026-04-30T16:30:01.523441+00:00,EQUITY,104271.16,-39995.0,,
2026-04-30T16:30:04.084896+00:00,EQUITY,104287.26,-39995.0,,
2026-04-30T21:00:01.604677+00:00,EQUITY,105143.81,-39995.0,,
2026-04-30T21:00:04.574318+00:00,EQUITY,105143.81,-39995.0,,
2026-05-01T12:30:02.720950+00:00,EQUITY,105342.56,-39995.0,,
2026-05-01,-39995.0,-140.0,-39995.0,0.0,
2026-05-01T13:31:06.227447+00:00,EQUITY,105096.24,-39995.0,,
2026-05-01T13:31:06.918271+00:00,EQUITY,105101.3,-39995.0,,
2026-05-01T13:35:03.595831+00:00,EQUITY,105711.66,-39995.0,,
2026-05-03T16:30:01.689901+00:00,EQUITY,106810.72,-39995.0,,
